Tous	HP:0000001#
Urolithiase au phosphate de calcium	HP:0012580#
Kyste rénal solitaire	HP:0012581#
Kyste rénal simple	HP:0012581#
Dysplasie rénale bilatérale	HP:0012582#
Hypoplasie rénale unilatérale	HP:0012583#
Rein sous-développé d'un côté	HP:0012583#
Petit rein d'un côté	HP:0012583#
Hypoplasie rénale bilatérale	HP:0012584#
Atrophie rénale	HP:0012585#
Dégénérescence rénale	HP:0012585#
Atrophie rénale bilatérale	HP:0012586#
Dégénérescence rénale bilatérale	HP:0012586#
Hématurie macroscopique	HP:0012587#
Urine sanglante	HP:0012587#
Hématurie brute	HP:0012587#
Syndrome néphrotique résistant aux stéroïdes	HP:0012588#
Syndrome néphrotique multirésistant	HP:0012589#
Débit urinaire anormal	HP:0012590#
Concentration anormale des électrolytes urinaires	HP:0012591#
Albuminurie	HP:0012592#
Protéinurie de la gamme néphrotique	HP:0012593#
Microalbuminurie	HP:0012594#
Taux d'albumine urinaire élevé	HP:0012594#
Protéinurie légère	HP:0012595#
Protéinurie modérée	HP:0012596#
Protéinurie importante	HP:0012597#
Taux de protéines sanguines sévèrement élevé	HP:0012597#
Concentration urinaire de potassium anormale	HP:0012598#
Concentration urinaire de phosphate anormale	HP:0012599#
Concentration anormale de chlorure dans l'urine	HP:0012600#
Hypochloridurie	HP:0012601#
Diminution du chlorure urinaire	HP:0012601#
Faible taux de chlorure urinaire	HP:0012601#
Perte de chlorure rénale	HP:0012602#
Concentration anormale de sodium dans l'urine	HP:0012603#
Hyponatriurie	HP:0012604#
Faible concentration de sodium dans l'urine	HP:0012604#
Hypernatriurie	HP:0012605#
Augmentation du sodium urinaire	HP:0012605#
Perte rénale de sodium	HP:0012606#
Concentration anormale de magnésium dans l'urine	HP:0012607#
Hypermagnésiurie	HP:0012608#
Hypomagnésiurie	HP:0012609#
Faible taux de magnésium urinaire	HP:0012609#
Diminution du magnésium urinaire	HP:0012609#
Anomalie de la concentration d'acide urique urinaire	HP:0012610#
Augmentation de l'urate urinaire	HP:0012611#
Concentration anormale de sulfate urinaire	HP:0012612#
Augmentation des sulfates urinaires	HP:0012613#
Cytologie urinaire anormale	HP:0012614#
Cylindrurie	HP:0012615#
Coulées urinaires	HP:0012615#
Cylindrurie leucocytaire	HP:0012616#
Coulées de globules blancs	HP:0012616#
Cylurie érythrocytaire	HP:0012617#
Plaques de globules rouges	HP:0012617#
Kyste urétral	HP:0012618#
Diverticules multiples de la vessie	HP:0012619#
Poches multiples dans la paroi de la vessie	HP:0012619#
Anomalie du cloaque	HP:0012620#
Cloaque persistant	HP:0012621#
Vessie cloacogène	HP:0012621#
Maladie rénale chronique	HP:0012622#
Insuffisance rénale progressive	HP:0012622#
Perte de la fonction rénale	HP:0012622#
Insuffisance rénale, progressive	HP:0012622#
Maladie rénale chronique de stade 1	HP:0012623#
Maladie rénale chronique stade 2	HP:0012624#
Maladie rénale chronique stade 3	HP:0012625#
Maladie rénale chronique stade 4	HP:0012626#
Maladie rénale chronique de stade 4	HP:0012626#
Pseudo-exfoliation	HP:0012627#
Anomalie de la morphologie du ligament suspenseur du cristallin	HP:0012628#
Anomalie de la membrane de Zinn	HP:0012628#
Anomalie du zonule ciliaire	HP:0012628#
Anomalie du zonule de Zinn	HP:0012628#
Anomalie du ligament suspenseur du cristallin	HP:0012628#
Phakodonesis	HP:0012629#
Phacodonèse	HP:0012629#
Tremblement du cristallin	HP:0012629#
Anomalie de la morphologie du réseau trabéculaire	HP:0012630#
Anomalie du réseau trabéculaire	HP:0012630#
Dépôt de pigments dans le réseau trabéculaire	HP:0012631#
Pression intraoculaire anormale	HP:0012632#
Pression oculaire anormale	HP:0012632#
Asymétrie de la pression intraoculaire	HP:0012633#
Dispersion de la pigmentation de l'iris	HP:0012634#
Hypoperfusion de l'iris	HP:0012635#
Occlusion de la veine rétinienne	HP:0012636#
Déperdition rénale de calcium	HP:0012637#
Anomalie de la physiologie du système nerveux	HP:0012638#
Anomalie de la morphologie du système nerveux	HP:0012639#
Morphologie anormale du système nerveux	HP:0012639#
Forme anormale du système nerveux	HP:0012639#
Anomalie de la pression intracrânienne	HP:0012640#
Diminution de la pression intracrânienne	HP:0012641#
Hypotension intracrânienne	HP:0012641#
Agénésie cérébelleuse	HP:0012642#
Hypopigmentation fovéale	HP:0012643#
Augmentation du taux de lactate du caudate	HP:0012644#
Nerf périphérique hypertrophié	HP:0012645#
Nerfs périphériques hypertrophiés	HP:0012645#
Testicule rétractile	HP:0012646#
Réponse inflammatoire anormale	HP:0012647#
Réponse inflammatoire diminuée	HP:0012648#
Augmentation de la réponse inflammatoire	HP:0012649#
Polymicrogyrie périsylvienne	HP:0012650#
Abasie	HP:0012651#
Asthme à l'effort	HP:0012652#
État de mal asthmatique	HP:0012653#
Asthme aigu sévère	HP:0012653#
Taux de dopamine anormal dans le LCR	HP:0012654#
Niveau élevé de dopamine dans le LCR	HP:0012655#
Taux de dopamine réduit dans le LCR	HP:0012656#
Tomographie par émission de positons anormale dans le cerveau	HP:0012657#
Tomographie par émission de positons au FDG anormale dans le cerveau	HP:0012658#
Hypométabolisme préfrontal en TEP au FDG	HP:0012659#
Hypométabolisme thalamique en TEP-FDG	HP:0012660#
Hypométabolisme hypothalamique en TEP-FDG	HP:0012661#
Hypométabolisme pariétal en TEP-FDG	HP:0012662#
Fraction d'éjection légèrement réduite	HP:0012663#
Fraction d'éjection réduite	HP:0012664#
Fraction d'éjection modérément réduite	HP:0012665#
Fraction d'éjection sévèrement réduite	HP:0012666#
Anomalie régionale du mouvement de la paroi du ventricule gauche	HP:0012667#
Syncope vasovagale	HP:0012668#
Syncope réflexe	HP:0012668#
Syncope neurocardiogénique	HP:0012668#
Syncope situationnelle	HP:0012668#
Syncope du sinus carotidien	HP:0012669#
Syncope orthostatique	HP:0012670#
Aboulie	HP:0012671#
Aboulia	HP:0012671#
Mutisme akinétique	HP:0012672#
Aplasie du vagin supérieur	HP:0012673#
Absence de vagin supérieur	HP:0012673#
Aplasie du vagin inférieur	HP:0012674#
Agénésie du vagin inférieur	HP:0012674#
Absence du vagin inférieur	HP:0012674#
Accumulation de fer dans le cerveau	HP:0012675#
Dépôt de fer dans le cerveau	HP:0012675#
Accumulation de cuivre dans le cerveau	HP:0012676#
Accumulation de fer dans le globus pallidus	HP:0012677#
Accumulation de fer dans la substantia nigra	HP:0012678#
Distance interpédiculaire élargie	HP:0012679#
Anomalie de la glande pinéale	HP:0012680#
Anomalie de la morphologie de la glande pinéale	HP:0012681#
Calcification de la glande pinéale	HP:0012682#
Kyste pinéal	HP:0012683#
Volume pinéal anormal	HP:0012684#
Diminution du volume pinéal	HP:0012685#
Augmentation du volume de la glande pinéale	HP:0012686#
Agénésie de la glande pinéale	HP:0012687#
Anomalie de la physiologie pinéale	HP:0012688#
Sécrétion anormale de mélatonine pinéale	HP:0012689#
Hypointense T2 du thalamus	HP:0012690#
Lésion thalamique hypointense T2 focale	HP:0012691#
Lésion thalamique hyperintense T2 focale	HP:0012692#
Taille anormale du thalamus	HP:0012693#
Augmentation du volume du thalamus	HP:0012694#
Diminution du volume thalamique	HP:0012695#
Intensité anormale du signal IRM thalamique	HP:0012696#
Petits ganglions de la base	HP:0012697#
Gliose cérébelleuse	HP:0012698#
Anomalie des diaphyses des membres inférieurs	HP:0012699#
Anomalie de la tige de l'os long du membre inférieur	HP:0012699#
Anomalie de la physiologie du gros intestin	HP:0012700#
Urgence intestinale	HP:0012701#
Urgence fécale	HP:0012701#
Ténesme	HP:0012702#
Anomalie de l'espace sous-arachnoïdien	HP:0012703#
Espace sous-arachnoïdien élargi	HP:0012704#
Espaces sous-arachnoïdiens élargis	HP:0012704#
Imagerie cérébrale métabolique anormale par SRM	HP:0012705#
Niveau élevé de choline dans le cerveau par SRM	HP:0012706#
Niveau élevé de lactate cérébral par SRM	HP:0012707#
Réduction du taux de N-acétyl aspartate dans le cerveau par SRM	HP:0012708#
Réduction du taux de N-acétyl aspartate cérébral par spectroscopie à résonance magnétique	HP:0012708#
Rapport choline/créatine cérébral anormal par SRM	HP:0012709#
Ongle incarné	HP:0012710#
Retard d'ossification de l'épiphyse vertébrale	HP:0012711#
Retard de maturation de la partie terminale de l'os vérébral	HP:0012711#
Déficience auditive légère	HP:0012712#
Déficience auditive modérée	HP:0012713#
Surdité sévère	HP:0012714#
Déficience auditive sévère	HP:0012714#
Déficience auditive profonde	HP:0012715#
Déficience auditive de transmission modérée	HP:0012716#
Déficience auditive de transmission, modérée	HP:0012716#
Déficience auditive conductive sévère	HP:0012717#
Déficience auditive de transmission, sévère	HP:0012717#
Anomalie morphologique du tractus gastro-intestinal	HP:0012718#
Anomalie morphologique du système digestif	HP:0012718#
Forme anormale du système digestif	HP:0012718#
Anomalie fonctionnelle de l'appareil gastro-intestinal	HP:0012719#
Tumeur du nez	HP:0012720#
Cancer du nez	HP:0012720#
Néoplasme nasal	HP:0012720#
Néoplasie du nez	HP:0012720#
Tumeur nasale	HP:0012720#
Malformation veineuse	HP:0012721#
Malformations veineuses	HP:0012721#
Bloc cardiaque	HP:0012722#
Bloc sino-auriculaire	HP:0012723#
Œdème de la paupière supérieure	HP:0012724#
Plénitude de la paupière supérieure	HP:0012724#
Gonflement de la paupière supérieure	HP:0012724#
Cellulite de la paupière supérieure	HP:0012724#
Syndactylie cutanée	HP:0012725#
Syndactylie cutanée des doigts	HP:0012725#
Hypokaliémie épisodique	HP:0012726#
Hypokaliémie récurrente	HP:0012726#
Anévrisme de l'aorte thoracique	HP:0012727#
Dilatation de l'aorte thoracique	HP:0012727#
Anévrisme fusiforme descendant de l'aorte thoracique	HP:0012728#
Dilatation de l'aorte thoracique descendante fusiforme	HP:0012728#
Anévrisme de l'aorte thoracique descendante sacculaire	HP:0012729#
Dilatation de l'aorte thoracique descendante sacculaire	HP:0012729#
Aglossie	HP:0012730#
Défaut de développement de la langue	HP:0012730#
Absence de langue	HP:0012730#
Langue manquante	HP:0012730#
Hypophyse antérieure ectopique	HP:0012731#
Anomalie anorectale	HP:0012732#
Macule	HP:0012733#
Hypoglycémie cétotique	HP:0012734#
Toux	HP:0012735#
Retard de développement global profond	HP:0012736#
Retard psychomoteur profond	HP:0012736#
Polype de l'intestin grêle	HP:0012737#
Agénésie canine	HP:0012738#
Absence de canine	HP:0012738#
Canine manquante	HP:0012738#
Échec du développement de la dent de l'œil	HP:0012738#
Dent oculaire manquante	HP:0012738#
Canines absentes	HP:0012738#
Défaut de développement de la canine	HP:0012738#
Agénésie de l'intestin grêle	HP:0012739#
Intestin grêle non développé	HP:0012739#
Papillome	HP:0012740#
Cryptorchidie unilatérale	HP:0012741#
Ongle fin	HP:0012742#
Obésité abdominale	HP:0012743#
Obésité centrale	HP:0012743#
Aplasie du fémur	HP:0012744#
Fémur absent	HP:0012744#
Absence de fémur	HP:0012744#
Fissure palpébrale courte	HP:0012745#
Ouverture courte entre les paupières	HP:0012745#
Diminution de la hauteur de la fissure palpébrale	HP:0012745#
Fissures palpébrales courtes	HP:0012745#
Ongle d'orteil fin	HP:0012746#
Ongles de pied fins	HP:0012746#
Intensité anormale du signal IRM du tronc cérébral	HP:0012747#
Lésion T2 hyperintense focale du tronc cérébral	HP:0012748#
Lésion T2 hypointense focale du tronc cérébral	HP:0012749#
Lésion hypointense T2 du tronc cérébral	HP:0012750#
Intensité anormale du signal IRM des ganglions de la base	HP:0012751#
Lésion hypointense T2 focale des ganglions de la base	HP:0012752#
Lésion hypointense T2 des ganglions de la base	HP:0012753#
Hypermyélinisation du SNC	HP:0012754#
Tronc cérébral hypertrophié	HP:0012755#
Pléiocytose à polymorphonucléaires dans le LCR	HP:0012756#
Morphologie anormale des neurones	HP:0012757#
Forme anormale du neurone	HP:0012757#
Retard de développement neurologique	HP:0012758#
Anomalie du développement neurologique	HP:0012759#
Réciprocité sociale altérée	HP:0012760#
Absence de mastoïde	HP:0012761#
Agénésie du mastoïde	HP:0012761#
Défaut de développement du mastoïde	HP:0012761#
Atrophie de la substance blanche cérébrale	HP:0012762#
Dyspnée paroxystique	HP:0012763#
Orthopnée	HP:0012764#
Espace sous-arachnoïdien cérébelleux élargi	HP:0012765#
Espace sous-arachnoïdien cérébral élargi	HP:0012766#
Taille anormale du placenta	HP:0012767#
Asphyxie néonatale	HP:0012768#
Amplitude anormale du bras	HP:0012769#
Amplitude réduite du bras	HP:0012770#
Augmentation de l'envergure du bras	HP:0012771#
Rapport anormal entre le segment supérieur et le segment inférieur	HP:0012772#
Réduction du rapport entre les segments supérieur et inférieur	HP:0012773#
Augmentation du rapport entre les segments supérieur et inférieur	HP:0012774#
Iris stellaire	HP:0012775#
Anomalie du corps ciliaire	HP:0012776#
Tumeur de la rétine	HP:0012777#
Hamartome astrocytaire rétinien	HP:0012778#
Déficience auditive transitoire	HP:0012779#
Tumeur de l'oreille	HP:0012780#
Perte auditive en moyenne fréquence	HP:0012781#
Repos néphrogénique périlobaire	HP:0012782#
Repos néphrogénique intralobaire	HP:0012783#
Périnéphrite	HP:0012784#
Contracture de flexion du doigt	HP:0012785#
Déformation en flexion d'un doigt	HP:0012785#
Cystites récurrentes	HP:0012786#
Infections récurrentes de la vessie	HP:0012786#
Pyélonéphrite récurrente	HP:0012787#
Pigmentation réticulée de la muqueuse buccale	HP:0012788#
Pigmentation marbrée de la muqueuse buccale	HP:0012788#
Hypoplasie du calcanéum	HP:0012789#
Os du talon sous-développé	HP:0012789#
Calcanéum hypoplasique	HP:0012789#
Petit os du talon	HP:0012789#
Ossification intramembranaire anormale	HP:0012790#
Ossification osseuse intra-membranaire anormale	HP:0012790#
Ossification humérale anormale	HP:0012791#
Maturation anormale de l'os long du bras	HP:0012791#
Absence d'ossification des corps vertébraux thoraciques	HP:0012792#
Tronc cérébral plié	HP:0012793#
Tronc cérébral coudé	HP:0012793#
Hypodensités de la substance blanche périventriculaire	HP:0012794#
Hypodensités périventriculaires de la substance blanche cérébrale	HP:0012794#
Anomalie du disque optique	HP:0012795#
Augmentation du rapport cupule-disque	HP:0012796#
Rapport cupule/disque élevé	HP:0012796#
Tumeur des vaisseaux lymphatiques	HP:0012797#
Tumeur du vaisseau lymphatique	HP:0012797#
Lymphangiomyomatose pulmonaire	HP:0012798#
Myomatose pulmonaire	HP:0012798#
Lymphangioleiomyomatose	HP:0012798#
Paralysie faciale unilatérale	HP:0012799#
Faiblesse musculaire faciale unilatérale	HP:0012799#
Faiblesse faciale unilatérale	HP:0012799#
Paralysie musculaire faciale unilatérale	HP:0012799#
Faiblesse d'un côté du visage	HP:0012799#
Paralysie d'un côté du visage	HP:0012799#
Suture crânienne accessoire	HP:0012800#
Fontanelle accessoire	HP:0012800#
Fontanelle supplémentaire	HP:0012800#
Fontanelle surnuméraire	HP:0012800#
Suture extra crânienne	HP:0012800#
Suture crânienne surnuméraire	HP:0012800#
Mâchoire étroite	HP:0012801#
Mâchoire inférieure étroite	HP:0012801#
Face inférieure mince	HP:0012801#
Mandibule étroite	HP:0012801#
Mâchoire inférieure mince	HP:0012801#
Visage inférieur étroit	HP:0012801#
Mâchoire large	HP:0012802#
Face inférieure large	HP:0012802#
Mandibule large	HP:0012802#
Anisométropie	HP:0012803#
Ulcération de la cornée	HP:0012804#
Ulcère cornéen	HP:0012804#
Défaut de transillumination de l'iris	HP:0012805#
Proboscis	HP:0012806#
Insertion haute de la columelle	HP:0012807#
Columelle, insertion haute	HP:0012807#
Ala plus bas que la columelle	HP:0012807#
Base nasale anormale	HP:0012808#
Déformation de la base du nez	HP:0012808#
Malformation de la base du nez	HP:0012808#
Anomalie de la base du nez	HP:0012808#
Base nasale étroite	HP:0012809#
Largeur réduite de la base du nez	HP:0012809#
Base nasale mince	HP:0012809#
Diminution de la largeur de la base du nez	HP:0012809#
Base du nez étroite	HP:0012809#
Base du nez mince	HP:0012809#
Base nasale large	HP:0012810#
Largeur accrue de la base du nez	HP:0012810#
Base du nez large	HP:0012810#
Base large du nez	HP:0012810#
Crête nasale large	HP:0012811#
Crête nasale, large	HP:0012811#
Dos du nez large	HP:0012811#
Large dorsum du nez	HP:0012811#
Augmentation de la largeur de l'arête nasale	HP:0012811#
Augmentation de la largeur du dos du nez	HP:0012811#
Largeur du dorsum nasal	HP:0012811#
Augmentation de la largeur du dorsum nasal	HP:0012811#
Large dorsum nasal	HP:0012811#
Plénitude du tissu paranasal	HP:0012812#
Nez construit latéralement	HP:0012812#
Tissu épais autour du nez	HP:0012812#
Hyperplasie du tissu paranasal	HP:0012812#
Hypertrophie du tissu paranasal	HP:0012812#
Plénitude paranasale	HP:0012812#
Tissu paranasal épais	HP:0012812#
Plénitude du tissu autour du nez	HP:0012812#
Hypoplasie mammaire unilatérale	HP:0012813#
Un sein sous-développé	HP:0012813#
Hypoplasie mammaire bilatérale	HP:0012814#
Deux seins sous-développés	HP:0012814#
